feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	pvalue	padj	stat	layer	significant	direction	comparison	reference	contrast	method	protein_label	protein_base	gene	feature_type	mapping_class	mapping_source	include_in_gene_level_concordance	protein_key
SCD-M-V	-0.389026849652115	-0.477259629731162	-3.0770438541395	0.00218025377063895	0.00455575414760377	-3.26206472683972	0.00218025377063895	0.00455575414760377	-3.0770438541395	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	SCD-M-V	SCD	SCD	total	unique	curated_rppa_dict	TRUE	scd
Claudin-7-R-V	0.247493321695958	0.101569153130691	3.06900534929653	0.00223889096539303	0.00464362570600035	-3.28641554323958	0.00223889096539303	0.00464362570600035	3.06900534929653	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Claudin-7-R-V	Claudin-7	CLDN7	total	unique	curated_rppa_dict	TRUE	claudin7
BRCA2-R-C	-0.0720481278427185	-0.0440495526087127	-3.05972354360656	0.0023083973851214	0.00475258285172053	-3.31445572417727	0.0023083973851214	0.00475258285172053	-3.05972354360656	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	BRCA2-R-C	BRCA2	BRCA2	total	unique	curated_rppa_dict	TRUE	brca2
PI3K-p85-R-V	0.0984555954333222	0.0512783117916013	3.05138326232806	0.00237253731279582	0.00484898136921773	-3.33958122582884	0.00237253731279582	0.00484898136921773	3.05138326232806	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PI3K-p85-R-V	PI3K-p85	PIK3R1	total	unique	curated_rppa_dict	TRUE	pi3kp85
Rictor-R-C	0.152460400495897	0.0587983544478022	3.04683645198907	0.00240818892912783	0.00488618043591155	-3.35325065948575	0.00240818892912783	0.00488618043591155	3.04683645198907	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rictor-R-C	Rictor	RICTOR	total	unique	curated_rppa_dict	TRUE	rictor
Rad51-M-E	-0.117215857899187	0.0054426919631579	-3.07090475016887	0.00244591212933574	0.00492701723894969	-2.79442520992935	0.00244591212933574	0.00492701723894969	-3.07090475016887	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rad51-M-E	Rad51	RAD51	total	unique	curated_rppa_dict	TRUE	rad51
ACC1-R-E	0.356935089470321	0.160937236857895	3.02859115786574	0.00279730885624796	0.00559461771249592	-2.91764181676749	0.00279730885624796	0.00559461771249592	3.02859115786574	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ACC1-R-E	ACC1	ACACA	total	unique	curated_rppa_dict	TRUE	acc1
p38_MAPK-R-V	0.116462495624707	-0.021168909068421	3.00222987162023	0.00303913246490722	0.00603515666790087	-2.99362077144504	0.00303913246490722	0.00603515666790087	3.00222987162023	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p38_MAPK-R-V	p38_MAPK		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	p38mapk
PDCD4-R-C	-0.29138392672333	-0.107926571979199	-2.90244799317347	0.00383045501158201	0.00755300988199269	-3.77702629880574	0.00383045501158201	0.00755300988199269	-2.90244799317347	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PDCD4-R-C	PDCD4	PDCD4	total	unique	curated_rppa_dict	TRUE	pdcd4
p53-R-E	-0.16671833046068	-0.00349705355263159	-2.92157384572599	0.00390333602949069	0.00759972417978279	-3.22232984630398	0.00390333602949069	0.00759972417978279	-2.92157384572599	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p53-R-E	p53	TP53	total	unique	curated_rppa_dict	TRUE	p53
Dvl3-R-V	-0.0841774037069535	-0.0397905143426216	-2.89604540715952	0.00390842957817401	0.00759972417978279	-3.79535411661933	0.00390842957817401	0.00759972417978279	-2.89604540715952	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Dvl3-R-V	Dvl3	DVL3	total	unique	curated_rppa_dict	TRUE	dvl3
PKC-alpha-M-V	-0.077685933803353	0.0310068354297488	-2.88290671242979	0.00407298354851389	0.00786507167988889	-3.83284101727288	0.00407298354851389	0.00786507167988889	-2.88290671242979	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PKC-alpha-M-V	PKC-alpha	PRKCA	total	unique	curated_rppa_dict	TRUE	pkcalpha
HER3-M-C	0.141603403432067	0.0738153730694789	2.85255971690308	0.00455989859872661	0.00874501101125652	-3.7072835897396	0.00455989859872661	0.00874501101125652	2.85255971690308	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	HER3-M-C	HER3	ERBB3	total	unique	curated_rppa_dict	TRUE	her3
Smad1-R-V	0.0668475183632981	0.0095900919423077	2.74392395210272	0.00624174055550212	0.0118890296295278	-4.2192007781145	0.00624174055550212	0.0118890296295278	2.74392395210272	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Smad1-R-V	Smad1	SMAD1	total	unique	curated_rppa_dict	TRUE	smad1
Rad51-M-C	-0.0559068809090765	0.0264718389468599	-2.71112004661495	0.00689089883566038	0.0130368356350332	-4.29299953546204	0.00689089883566038	0.0130368356350332	-2.71112004661495	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rad51-M-C	Rad51	RAD51	total	unique	curated_rppa_dict	TRUE	rad51
HER3_pY1289-R-C	-0.0747978475755813	0.01187736693	-2.69973854970042	0.00727570991936209	0.0136724750162509	-4.07991734020276	0.00727570991936209	0.0136724750162509	-2.69973854970042	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	HER3_pY1289-R-C	HER3_pY1289		phospho	unmapped		FALSE	her3py1289
G6PD-M-V	-0.115380474446366	0.0480244293143642	-2.65761847438765	0.00806670415948635	0.0150578477643745	-4.44973945392312	0.00806670415948635	0.0150578477643745	-2.65761847438765	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	G6PD-M-V	G6PD	G6PD	total	unique	curated_rppa_dict	TRUE	g6pd
ACC_pS79-R-V	0.172302570796179	0.142005724449372	2.60810183628523	0.00931782889495818	0.0172780933151542	-4.57875489161131	0.00931782889495818	0.0172780933151542	2.60810183628523	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ACC_pS79-R-V	ACC_pS79		phospho	unmapped		FALSE	accps79
c-Jun_pS73-R-V	-0.0954185813163476	-0.0281988660842105	-2.62259317381468	0.00943176568549614	0.0173743052101245	-4.02008194011616	0.00943176568549614	0.0173743052101245	-2.62259317381468	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Jun_pS73-R-V	c-Jun_pS73		phospho	unmapped		FALSE	cjunps73
MSH2-M-E	-0.16718850087605	0.0657235792	-2.5332994878328	0.0121047032135522	0.0221523980378734	-4.24284565890741	0.0121047032135522	0.0221523980378734	-2.5332994878328	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MSH2-M-E	MSH2	MSH2	total	unique	curated_rppa_dict	TRUE	msh2
Bad_pS112-R-V	-0.094081784988723	-0.0357035384988226	-2.48691931727858	0.01314012876475	0.0237781584034823	-4.88446868313727	0.01314012876475	0.0237781584034823	-2.48691931727858	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bad_pS112-R-V	Bad_pS112		phospho	unmapped		FALSE	badps112
C-Raf_pS338-R-E	-0.0637077317354359	0.0330517154368421	-2.50277537325223	0.0131629091162134	0.0237781584034823	-4.31734181987351	0.0131629091162134	0.0237781584034823	-2.50277537325223	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	C-Raf_pS338-R-E	C-Raf_pS338		phospho	unmapped		FALSE	crafps338
mTOR-R-V	0.116019524359169	0.0151888219164051	2.46304919780703	0.0140392187906453	0.0250915030265605	-4.94300621449518	0.0140392187906453	0.0250915030265605	2.46304919780703	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	mTOR-R-V	mTOR	MTOR	total	unique	curated_rppa_dict	TRUE	mtor
Tuberin-R-C	0.118815249685297	-0.00347716442914654	2.46240371366429	0.014071071675549	0.0250915030265605	-4.92973770531714	0.014071071675549	0.0250915030265605	2.46240371366429	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Tuberin-R-C	Tuberin	TSC2	total	unique	curated_rppa_dict	TRUE	tuberin
SF2-M-V	0.0422084354679093	-0.0346602590631868	2.45997766443194	0.0141587767078448	0.0250915030265605	-4.95049842254158	0.0141587767078448	0.0250915030265605	2.45997766443194	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	SF2-M-V	SF2	SRSF1	total	unique	curated_rppa_dict	TRUE	sf2
Ku80-R-C	-0.0874996777452349	-0.0106253447821821	-2.44848932801061	0.0146139756791471	0.0257353030827748	-4.97843991228697	0.0146139756791471	0.0257353030827748	-2.44848932801061	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Ku80-R-C	Ku80	XRCC5	total	unique	curated_rppa_dict	TRUE	ku80
TFRC-R-V	-0.129181155293655	0.0910053451518838	-2.41674397176725	0.0159397295610796	0.0278945267318892	-5.05498223455645	0.0159397295610796	0.0278945267318892	-2.41674397176725	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	TFRC-R-V	TFRC	TFRC	total	unique	curated_rppa_dict	TRUE	tfrc
PI3K-p110-alpha-R-C	0.0560566963722326	-0.00226616720211921	2.4048264167097	0.0164641514721022	0.0286333069080038	-5.08346387687147	0.0164641514721022	0.0286333069080038	2.4048264167097	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PI3K-p110-alpha-R-C	PI3K-p110-alpha	PIK3CA	total	unique	curated_rppa_dict	TRUE	pi3kp110alpha
Beclin-G-V	-0.063788304874639	-0.114603784743156	-2.39015039111437	0.0171382550789963	0.0296216754451788	-5.10346382014162	0.0171382550789963	0.0296216754451788	-2.39015039111437	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Beclin-G-V	Beclin	BECN1	total	unique	curated_rppa_dict	TRUE	beclin
SETD2-R-E	-0.0629391403062508	-0.00326306635832026	-2.38421047259862	0.0174072746114904	0.0299020668172842	-5.13240720943082	0.0174072746114904	0.0299020668172842	-2.38421047259862	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	SETD2-R-E	SETD2	SETD2	total	unique	curated_rppa_dict	TRUE	setd2
Acetyl-a-Tubulin-Lys40-R-E	-0.210577452554952	-0.00473818871467816	-2.36502404276879	0.0183273290978455	0.0312905618743704	-5.17758490450131	0.0183273290978455	0.0312905618743704	-2.36502404276879	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Acetyl-a-Tubulin-Lys40-R-E	Acetyl-a-Tubulin-Lys40		modified	unmapped		FALSE	acetylatubulinlys40
c-Jun_pS73-R-C	-0.0539889159807537	0.0271045290491145	-2.35186608932394	0.0189905348956317	0.0322263622471327	-5.19345606601028	0.0189905348956317	0.0322263622471327	-2.35186608932394	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Jun_pS73-R-C	c-Jun_pS73		phospho	unmapped		FALSE	cjunps73
TAZ-R-V	-0.075353170291402	0.0547315484606918	-2.34832057807523	0.0192651346058068	0.0324954077688308	-5.07560842420941	0.0192651346058068	0.0324954077688308	-2.34832057807523	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	TAZ-R-V	TAZ	WWTR1	total	unique	curated_rppa_dict	TRUE	taz
LKB1-M-E	0.0399147206094499	-0.0342307773905024	2.30963383076707	0.0212270063799148	0.0355901903375816	-5.30599745428691	0.0212270063799148	0.0355901903375816	2.30963383076707	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	LKB1-M-E	LKB1	STK11	total	unique	curated_rppa_dict	TRUE	lkb1
PAI-1-M-E	-0.209592858894092	0.109479656921053	-2.18885584873821	0.0298222406748513	0.0497037344580854	-5.0340564722292	0.0298222406748513	0.0497037344580854	-2.18885584873821	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PAI-1-M-E	PAI-1	SERPINE1	total	unique	curated_rppa_dict	TRUE	pai1
MEK1-R-V	0.0756140477346607	0.113789776109498	2.1740867960086	0.03006569470593	0.0498129853116001	-5.60760783851824	0.03006569470593	0.0498129853116001	2.1740867960086	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MEK1-R-V	MEK1	MAP2K1	total	unique	curated_rppa_dict	TRUE	mek1
PKC-alpha_pS657-R-C	-0.124341945373365	0.0320733398842105	-2.15546783026698	0.032378678474166	0.053329588075097	-5.10493522875204	0.032378678474166	0.053329588075097	-2.15546783026698	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PKC-alpha_pS657-R-C	PKC-alpha_pS657		phospho	unmapped		FALSE	pkcalphaps657
GCN5L2-R-V	-0.0947318402175746	-0.0864141576526688	-2.13351959477662	0.0332631700156237	0.0544660093823078	-5.69438262256492	0.0332631700156237	0.0544660093823078	-2.13351959477662	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GCN5L2-R-V	GCN5L2	KAT2A	total	unique	curated_rppa_dict	TRUE	gcn5l2
Bak-R-E	-0.114843826251343	0.109732494568421	-2.14039853670796	0.0335931332826084	0.0546864960414555	-5.13658576078121	0.0335931332826084	0.0546864960414555	-2.14039853670796	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bak-R-E	Bak	BAK1	total	unique	curated_rppa_dict	TRUE	bak
STAT3_pY705-R-V	0.0805525964733436	0.0424692133677394	2.1149740928082	0.0348194546661009	0.0563551867428222	-5.73351550867199	0.0348194546661009	0.0563551867428222	2.1149740928082	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	STAT3_pY705-R-V	STAT3_pY705		phospho	unmapped		FALSE	stat3py705
c-Met_pY1235-R-V	-0.0508375233847955	0.0520450185842105	-2.10404292718165	0.0366858078422373	0.0590346333093474	-5.21207306722116	0.0366858078422373	0.0590346333093474	-2.10404292718165	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Met_pY1235-R-V	c-Met_pY1235		phospho	unmapped		FALSE	cmetpy1235
JAB1-M-C	0.0457554810320506	0.0274894977641287	2.08832903432937	0.0371642853366247	0.0594628565385995	-5.78914950982082	0.0371642853366247	0.0594628565385995	2.08832903432937	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	JAB1-M-C	JAB1	COPS5	total	unique	curated_rppa_dict	TRUE	jab1
ATM-R-V	-0.107098799206974	-0.0193610275090267	-2.05983932200376	0.0398192171093702	0.0633487544921798	-5.84786535157749	0.0398192171093702	0.0633487544921798	-2.05983932200376	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ATM-R-V	ATM	ATM	total	unique	curated_rppa_dict	TRUE	atm
Paxillin-R-V	0.068838654805191	0.0438162527294686	2.05096691450767	0.0406888032951678	0.064366468489531	-5.85095809106579	0.0406888032951678	0.064366468489531	2.05096691450767	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Paxillin-R-V	Paxillin	PXN	total	unique	curated_rppa_dict	TRUE	paxillin
